SalesKey,DateKey,CustomerKey,ProductKey,SupplierKey,ChannelKey,OrderNumber,Quantity,UnitPrice,UnitCost,DiscountAmount,GrossRevenue,COGS,NetProfit,FinancialStatus,FulfillmentStatus,PaymentMethod,RiskLevel
11507,20250121,49,1,1,1,#SYN-10014,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11508,20240503,872,592,1,1,#SYN-10015,2,600.0,330.0,0.0,1200.0,660.0,540.0,paid,fulfilled,Credit Card,Low
11509,20231212,2515,551,1,1,#SYN-10016,1,499.0,355.07409481632266,0.0,499.0,355.07409481632266,143.92590518367734,pending,fulfilled,Cash on Delivery (COD),High
11510,20230804,872,355,1,2,#SYN-10017,1,600.0,330.0,0.0,600.0,330.0,270.0,pending,fulfilled,Credit Card,Low
11511,20230804,872,653,1,1,#SYN-10017,1,320.0,176.0,0.0,320.0,176.0,144.0,pending,fulfilled,Credit Card,Low
11512,20250814,2515,527,1,1,#SYN-10018,1,499.0,274.45000000000005,0.0,499.0,274.45000000000005,224.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11513,20250814,2515,1,1,3,#SYN-10018,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11514,20240727,2515,1,1,1,#SYN-10019,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11515,20240727,2515,1,1,1,#SYN-10019,5,999.0,549.45,0.0,4995.0,2747.25,2247.75,paid,fulfilled,Cash on Delivery (COD),Low
11516,20240727,2515,552,1,1,#SYN-10019,1,499.0,274.45000000000005,0.0,499.0,274.45000000000005,224.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11517,20231016,5997,116,1,2,#SYN-10020,1,550.0,302.5,0.0,550.0,302.5,247.5,paid,fulfilled,Cash on Delivery (COD),Low
11518,20241116,2515,414,1,1,#SYN-10021,1,799.0,439.45000000000005,0.0,799.0,439.45000000000005,359.54999999999995,paid,fulfilled,Mobile Wallet,Low
11519,20241116,2515,1,1,2,#SYN-10021,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Mobile Wallet,Low
11520,20241116,2515,579,1,1,#SYN-10021,1,450.0,247.50000000000003,0.0,450.0,247.50000000000003,202.49999999999997,paid,fulfilled,Mobile Wallet,Low
11521,20231117,872,19,1,1,#SYN-10022,1,650.0,462.52136599320585,0.0,650.0,462.52136599320585,187.47863400679415,paid,fulfilled,Cash on Delivery (COD),Low
11522,20230530,49,160,1,1,#SYN-10023,1,150.0,130.0,0.0,150.0,130.0,20.0,paid,fulfilled,Cash on Delivery (COD),Low
11523,20250212,2515,154,1,1,#SYN-10024,1,299.0,180.76985463659148,0.0,299.0,180.76985463659148,118.23014536340852,paid,fulfilled,Cash on Delivery (COD),Low
11524,20250212,2515,21,1,1,#SYN-10024,1,650.0,357.50000000000006,65.0,650.0,357.50000000000006,227.49999999999994,paid,fulfilled,Cash on Delivery (COD),Low
11525,20250212,2515,3,1,1,#SYN-10024,1,999.0,549.45,199.8,999.0,549.45,249.75,paid,fulfilled,Cash on Delivery (COD),Low
11526,20250212,2515,1,1,1,#SYN-10024,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11527,20250606,2515,1,1,1,#SYN-10025,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11528,20251206,2515,100,1,1,#SYN-10026,1,650.0,357.50000000000006,0.0,650.0,357.50000000000006,292.49999999999994,paid,fulfilled,Credit Card,Low
11529,20240524,49,351,1,2,#SYN-10027,1,600.0,426.94279937834386,60.0,600.0,426.94279937834386,113.05720062165614,paid,fulfilled,Cash on Delivery (COD),Low
11530,20240524,49,537,1,1,#SYN-10027,1,650.0,357.50000000000006,0.0,650.0,357.50000000000006,292.49999999999994,paid,fulfilled,Cash on Delivery (COD),Low
11531,20240524,49,239,1,2,#SYN-10027,1,600.0,405.0,0.0,600.0,405.0,195.0,paid,fulfilled,Cash on Delivery (COD),Low
11532,20251202,49,1,1,1,#SYN-10028,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11533,20251202,49,509,1,1,#SYN-10028,1,499.0,274.45000000000005,49.9,499.0,274.45000000000005,174.64999999999998,paid,fulfilled,Cash on Delivery (COD),Low
11534,20260103,2515,497,1,1,#SYN-10029,5,420.0,231.00000000000003,0.0,2100.0,1155.0000000000002,944.9999999999998,paid,fulfilled,Credit Card,Low
11535,20260103,2515,461,1,2,#SYN-10029,1,500.0,275.0,0.0,500.0,275.0,225.0,paid,fulfilled,Credit Card,Low
11536,20230929,832,1,1,2,#SYN-10030,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11537,20230922,5624,1,1,1,#SYN-10031,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Mobile Wallet,Low
11538,20240722,3686,203,1,1,#SYN-10032,1,500.0,405.0,0.0,500.0,405.0,95.0,paid,fulfilled,Mobile Wallet,High
11539,20240722,3686,521,1,1,#SYN-10032,2,650.0,462.52136599320585,0.0,1300.0,925.0427319864117,374.9572680135883,paid,fulfilled,Mobile Wallet,High
11540,20230619,3384,536,1,2,#SYN-10033,2,650.0,462.52136599320585,0.0,1300.0,925.0427319864117,374.9572680135883,paid,fulfilled,Cash on Delivery (COD),Low
11541,20251229,2515,11,1,1,#SYN-10034,1,700.0,385.00000000000006,0.0,700.0,385.00000000000006,314.99999999999994,paid,fulfilled,Cash on Delivery (COD),Low
11542,20240413,2515,1,1,2,#SYN-10035,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11543,20241115,49,214,1,1,#SYN-10036,2,450.0,405.0,0.0,900.0,810.0,90.0,voided,fulfilled,Credit Card,Low
11544,20241012,49,1,1,1,#SYN-10037,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Mobile Wallet,Low
11545,20241012,49,245,1,3,#SYN-10037,1,600.0,405.0,0.0,600.0,405.0,195.0,paid,fulfilled,Mobile Wallet,Low
11546,20240516,49,1,1,1,#SYN-10038,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Cash on Delivery (COD),Low
11547,20240325,2790,109,1,1,#SYN-10039,5,550.0,302.5,0.0,2750.0,1512.5,1237.5,paid,fulfilled,Cash on Delivery (COD),Low
11548,20240325,2790,1,1,1,#SYN-10039,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11549,20230415,49,672,1,2,#SYN-10040,1,650.0,462.52136599320585,0.0,650.0,462.52136599320585,187.47863400679415,paid,fulfilled,Cash on Delivery (COD),Low
11550,20230415,49,527,1,1,#SYN-10040,1,499.0,274.45000000000005,0.0,499.0,274.45000000000005,224.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11551,20230415,49,629,1,1,#SYN-10040,1,450.0,247.50000000000003,0.0,450.0,247.50000000000003,202.49999999999997,paid,fulfilled,Cash on Delivery (COD),Low
11552,20230415,49,295,1,1,#SYN-10040,1,350.0,192.50000000000003,70.0,350.0,192.50000000000003,87.49999999999997,paid,fulfilled,Cash on Delivery (COD),Low
11553,20240324,49,250,1,1,#SYN-10041,1,650.0,454.5,0.0,650.0,454.5,195.5,paid,fulfilled,Credit Card,Medium
11554,20240324,49,336,1,1,#SYN-10041,1,700.0,385.00000000000006,0.0,700.0,385.00000000000006,314.99999999999994,paid,fulfilled,Credit Card,Medium
11555,20250107,2515,152,1,1,#SYN-10042,1,150.0,130.0,0.0,150.0,130.0,20.0,pending,fulfilled,Cash on Delivery (COD),Low
11556,20230310,2515,301,1,1,#SYN-10043,1,549.0,301.95000000000005,0.0,549.0,301.95000000000005,247.04999999999995,paid,fulfilled,Credit Card,Low
11557,20230421,49,1,1,1,#SYN-10044,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Cash on Delivery (COD),Low
11558,20230302,49,1,1,1,#SYN-10045,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11559,20260106,49,1,1,2,#SYN-10046,1,999.0,549.45,199.8,999.0,549.45,249.75,paid,fulfilled,Cash on Delivery (COD),Low
11560,20240916,6005,177,1,1,#SYN-10047,1,600.0,405.0,60.0,600.0,405.0,135.0,paid,fulfilled,Cash on Delivery (COD),Medium
11561,20240916,6005,375,1,1,#SYN-10047,2,600.0,330.0,0.0,1200.0,660.0,540.0,paid,fulfilled,Cash on Delivery (COD),Medium
11562,20250316,49,1,1,1,#SYN-10048,1,999.0,549.45,99.9,999.0,549.45,349.65,paid,fulfilled,Cash on Delivery (COD),Low
11563,20230125,2515,421,1,1,#SYN-10049,1,949.0,521.95,94.9,949.0,521.95,332.15,paid,fulfilled,Cash on Delivery (COD),Low
11564,20241122,2515,1,1,1,#SYN-10050,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),High
11565,20250422,2515,365,1,1,#SYN-10051,5,350.0,249.04996630403392,0.0,1750.0,1245.2498315201697,504.75016847983034,paid,fulfilled,Cash on Delivery (COD),Low
11566,20230306,5997,183,1,1,#SYN-10052,1,450.0,405.0,0.0,450.0,405.0,45.0,paid,fulfilled,Cash on Delivery (COD),Low
11567,20230306,5997,648,1,1,#SYN-10052,1,320.0,176.0,0.0,320.0,176.0,144.0,paid,fulfilled,Cash on Delivery (COD),Low
11568,20230520,2515,178,1,1,#SYN-10053,1,600.0,405.0,0.0,600.0,405.0,195.0,paid,fulfilled,Cash on Delivery (COD),Low
11569,20230621,2515,99,1,1,#SYN-10054,1,650.0,357.50000000000006,0.0,650.0,357.50000000000006,292.49999999999994,paid,fulfilled,Cash on Delivery (COD),Low
11570,20231114,949,595,1,1,#SYN-10055,1,600.0,330.0,60.0,600.0,330.0,210.0,paid,fulfilled,Credit Card,High
11571,20250603,49,1,1,2,#SYN-10056,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Cash on Delivery (COD),Low
11572,20240907,2515,565,1,2,#SYN-10057,1,850.0,467.50000000000006,0.0,850.0,467.50000000000006,382.49999999999994,paid,fulfilled,Cash on Delivery (COD),Low
11573,20251128,4652,297,1,1,#SYN-10058,1,549.0,390.65266143118464,0.0,549.0,390.65266143118464,158.34733856881536,paid,fulfilled,Cash on Delivery (COD),Low
11574,20251128,4652,1,1,1,#SYN-10058,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11575,20230709,2515,61,1,1,#SYN-10059,1,650.0,357.50000000000006,0.0,650.0,357.50000000000006,292.49999999999994,paid,fulfilled,Credit Card,Low
11576,20230216,2515,262,1,1,#SYN-10060,1,499.0,274.45000000000005,0.0,499.0,274.45000000000005,224.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11577,20230216,2515,1,1,1,#SYN-10060,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11578,20230820,49,585,1,1,#SYN-10061,1,450.0,247.50000000000003,45.0,450.0,247.50000000000003,157.49999999999997,paid,fulfilled,Cash on Delivery (COD),Low
11579,20240826,49,1,1,1,#SYN-10062,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11580,20240826,49,521,1,1,#SYN-10062,1,650.0,462.52136599320585,0.0,650.0,462.52136599320585,187.47863400679415,paid,fulfilled,Cash on Delivery (COD),Low
11581,20240826,49,274,1,1,#SYN-10062,1,649.0,356.95000000000005,0.0,649.0,356.95000000000005,292.04999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11582,20231109,49,1,1,1,#SYN-10063,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,pending,fulfilled,Cash on Delivery (COD),Low
11583,20250531,49,245,1,1,#SYN-10064,1,600.0,405.0,60.0,600.0,405.0,135.0,pending,fulfilled,Cash on Delivery (COD),Low
11584,20250429,2515,1,1,1,#SYN-10065,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Credit Card,Low
11585,20230201,2515,375,1,1,#SYN-10066,1,600.0,330.0,0.0,600.0,330.0,270.0,paid,fulfilled,Cash on Delivery (COD),Low
11586,20250804,49,344,1,2,#SYN-10067,1,320.0,176.0,64.0,320.0,176.0,80.0,paid,fulfilled,Credit Card,Medium
11587,20251028,49,487,1,1,#SYN-10068,1,350.0,192.50000000000003,0.0,350.0,192.50000000000003,157.49999999999997,paid,fulfilled,Cash on Delivery (COD),Low
11588,20230414,2515,1,1,1,#SYN-10069,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Mobile Wallet,Medium
11589,20260113,49,1,1,1,#SYN-10070,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11590,20260113,49,1,1,1,#SYN-10070,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11591,20251212,5624,561,1,1,#SYN-10071,1,850.0,604.8356324526538,0.0,850.0,604.8356324526538,245.16436754734616,paid,fulfilled,Credit Card,Low
11592,20240526,2515,163,1,1,#SYN-10072,1,399.0,130.0,0.0,399.0,130.0,269.0,paid,fulfilled,Cash on Delivery (COD),Low
11593,20240526,2515,580,1,1,#SYN-10072,1,450.0,247.50000000000003,0.0,450.0,247.50000000000003,202.49999999999997,paid,fulfilled,Cash on Delivery (COD),Low
11594,20240526,2515,214,1,1,#SYN-10072,1,450.0,405.0,0.0,450.0,405.0,45.0,paid,fulfilled,Cash on Delivery (COD),Low
11595,20240526,2515,1,1,2,#SYN-10072,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11596,20230617,2515,454,1,3,#SYN-10073,1,500.0,275.0,0.0,500.0,275.0,225.0,paid,fulfilled,Cash on Delivery (COD),Low
11597,20250329,2515,387,1,1,#SYN-10074,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11598,20250329,2515,629,1,1,#SYN-10074,1,450.0,247.50000000000003,0.0,450.0,247.50000000000003,202.49999999999997,paid,fulfilled,Cash on Delivery (COD),Low
11599,20250329,2515,189,1,2,#SYN-10074,1,799.0,405.0,0.0,799.0,405.0,394.0,paid,fulfilled,Cash on Delivery (COD),Low
11600,20231231,2515,369,1,1,#SYN-10075,1,350.0,249.04996630403392,0.0,350.0,249.04996630403392,100.95003369596608,paid,fulfilled,Cash on Delivery (COD),Low
11601,20230418,49,1,1,1,#SYN-10076,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Cash on Delivery (COD),Low
11602,20230418,49,196,1,2,#SYN-10076,2,600.0,405.0,0.0,1200.0,810.0,390.0,paid,fulfilled,Cash on Delivery (COD),Low
11603,20230418,49,351,1,1,#SYN-10076,1,600.0,426.94279937834386,0.0,600.0,426.94279937834386,173.05720062165614,paid,fulfilled,Cash on Delivery (COD),Low
11604,20260117,2515,674,1,1,#SYN-10077,1,650.0,357.50000000000006,0.0,650.0,357.50000000000006,292.49999999999994,paid,fulfilled,Cash on Delivery (COD),Low
11605,20231201,49,536,1,2,#SYN-10078,1,650.0,462.52136599320585,0.0,650.0,462.52136599320585,187.47863400679415,pending,fulfilled,Credit Card,Medium
11606,20250921,2515,238,1,1,#SYN-10079,1,600.0,405.0,0.0,600.0,405.0,195.0,paid,fulfilled,Credit Card,Low
11607,20241222,2397,1,1,2,#SYN-10080,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Credit Card,Low
11608,20241222,2397,1,1,1,#SYN-10080,1,999.0,549.45,99.9,999.0,549.45,349.65,paid,fulfilled,Credit Card,Low
11609,20241222,2397,109,1,3,#SYN-10080,1,550.0,302.5,0.0,550.0,302.5,247.5,paid,fulfilled,Credit Card,Low
11610,20241222,2397,452,1,1,#SYN-10080,1,500.0,275.0,0.0,500.0,275.0,225.0,paid,fulfilled,Credit Card,Low
11611,20230103,49,576,1,1,#SYN-10081,1,450.0,320.2070995337579,45.0,450.0,320.2070995337579,84.79290046624209,paid,fulfilled,Credit Card,Low
11612,20230719,49,568,1,1,#SYN-10082,5,450.0,247.50000000000003,0.0,2250.0,1237.5000000000002,1012.4999999999998,paid,fulfilled,Cash on Delivery (COD),High
11613,20230719,49,1,1,2,#SYN-10082,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),High
11614,20230814,49,1,1,1,#SYN-10083,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Mobile Wallet,Low
11615,20230814,49,1,1,3,#SYN-10083,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Mobile Wallet,Low
11616,20230103,49,1,1,1,#SYN-10084,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Cash on Delivery (COD),Low
11617,20250703,2515,1,1,1,#SYN-10085,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11618,20240329,2515,251,1,1,#SYN-10086,1,650.0,454.5,0.0,650.0,454.5,195.5,paid,fulfilled,Cash on Delivery (COD),Low
11619,20230727,49,599,1,1,#SYN-10087,1,450.0,247.50000000000003,0.0,450.0,247.50000000000003,202.49999999999997,paid,fulfilled,Cash on Delivery (COD),Low
11620,20230523,2515,575,1,1,#SYN-10088,1,800.0,440.00000000000006,0.0,800.0,440.00000000000006,359.99999999999994,paid,fulfilled,Credit Card,Low
11621,20231022,49,1,1,1,#SYN-10089,1,999.0,549.45,99.9,999.0,549.45,349.65,paid,fulfilled,Cash on Delivery (COD),Low
11622,20240808,2515,1,1,1,#SYN-10090,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11623,20240808,2515,454,1,1,#SYN-10090,1,500.0,275.0,0.0,500.0,275.0,225.0,paid,fulfilled,Cash on Delivery (COD),Low
11624,20230728,5655,1,1,1,#SYN-10091,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Credit Card,Low
11625,20240723,49,164,1,2,#SYN-10092,1,399.0,130.0,0.0,399.0,130.0,269.0,paid,fulfilled,Cash on Delivery (COD),Medium
11626,20240723,49,457,1,3,#SYN-10092,1,500.0,275.0,50.0,500.0,275.0,175.0,paid,fulfilled,Cash on Delivery (COD),Medium
11627,20240723,49,1,1,1,#SYN-10092,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Medium
11628,20230325,49,1,1,1,#SYN-10093,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Mobile Wallet,Low
11629,20240506,5655,521,1,1,#SYN-10094,1,650.0,462.52136599320585,0.0,650.0,462.52136599320585,187.47863400679415,paid,fulfilled,Cash on Delivery (COD),Low
11630,20240506,5655,1,1,1,#SYN-10094,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Cash on Delivery (COD),Low
11631,20250103,49,1,1,1,#SYN-10095,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11632,20240130,49,388,1,3,#SYN-10096,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11633,20240130,49,574,1,1,#SYN-10096,1,800.0,440.00000000000006,0.0,800.0,440.00000000000006,359.99999999999994,paid,fulfilled,Cash on Delivery (COD),Low
11634,20240130,49,1,1,1,#SYN-10096,1,999.0,549.45,199.8,999.0,549.45,249.75,paid,fulfilled,Cash on Delivery (COD),Low
11635,20240130,49,369,1,1,#SYN-10096,1,350.0,249.04996630403392,70.0,350.0,249.04996630403392,30.950033695966084,paid,fulfilled,Cash on Delivery (COD),Low
11636,20230813,120,230,1,1,#SYN-10097,1,600.0,405.0,0.0,600.0,405.0,195.0,paid,fulfilled,Cash on Delivery (COD),Low
11637,20250528,2515,194,1,1,#SYN-10098,1,600.0,405.0,0.0,600.0,405.0,195.0,pending,fulfilled,Credit Card,Low
11638,20260112,2515,56,1,1,#SYN-10099,1,549.0,301.95000000000005,0.0,549.0,301.95000000000005,247.04999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11639,20260112,2515,1,1,1,#SYN-10099,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11640,20230502,2515,1,1,1,#SYN-10100,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Credit Card,Low
11641,20231108,2515,1,1,1,#SYN-10101,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11642,20250803,120,240,1,1,#SYN-10102,1,600.0,405.0,0.0,600.0,405.0,195.0,paid,fulfilled,Cash on Delivery (COD),High
11643,20250803,120,543,1,1,#SYN-10102,2,899.0,494.45000000000005,0.0,1798.0,988.9000000000001,809.0999999999999,paid,fulfilled,Cash on Delivery (COD),High
11644,20250803,120,251,1,1,#SYN-10102,2,650.0,454.5,0.0,1300.0,909.0,391.0,paid,fulfilled,Cash on Delivery (COD),High
11645,20230121,49,651,1,1,#SYN-10103,1,320.0,176.0,0.0,320.0,176.0,144.0,paid,fulfilled,Credit Card,Low
11646,20231114,872,351,1,2,#SYN-10104,1,600.0,426.94279937834386,0.0,600.0,426.94279937834386,173.05720062165614,paid,fulfilled,Cash on Delivery (COD),Low
11647,20230918,2515,1,1,1,#SYN-10105,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Medium
11648,20250511,2515,1,1,1,#SYN-10106,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Medium
11649,20231101,2515,1,1,2,#SYN-10107,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11650,20250307,49,361,1,1,#SYN-10108,1,350.0,249.04996630403392,0.0,350.0,249.04996630403392,100.95003369596608,paid,fulfilled,Cash on Delivery (COD),Low
11651,20230508,5849,178,1,1,#SYN-10109,1,600.0,405.0,120.0,600.0,405.0,75.0,paid,fulfilled,Cash on Delivery (COD),Low
11652,20250115,49,639,1,3,#SYN-10110,1,799.0,439.45000000000005,0.0,799.0,439.45000000000005,359.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11653,20240302,2515,600,1,1,#SYN-10111,1,450.0,247.50000000000003,0.0,450.0,247.50000000000003,202.49999999999997,paid,fulfilled,Cash on Delivery (COD),Low
11654,20251212,2515,536,1,1,#SYN-10112,5,650.0,462.52136599320585,0.0,3250.0,2312.606829966029,937.3931700339708,paid,fulfilled,Cash on Delivery (COD),Low
11655,20240503,2515,547,1,1,#SYN-10113,1,499.0,274.45000000000005,0.0,499.0,274.45000000000005,224.54999999999995,paid,fulfilled,Credit Card,Medium
11656,20240503,2515,1,1,1,#SYN-10113,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Credit Card,Medium
11657,20240503,2515,276,1,1,#SYN-10113,1,649.0,356.95000000000005,0.0,649.0,356.95000000000005,292.04999999999995,paid,fulfilled,Credit Card,Medium
11658,20231101,2515,438,1,3,#SYN-10114,1,500.0,275.0,0.0,500.0,275.0,225.0,paid,fulfilled,Cash on Delivery (COD),Low
11659,20231101,2515,525,1,1,#SYN-10114,2,650.0,357.50000000000006,0.0,1300.0,715.0000000000001,584.9999999999999,paid,fulfilled,Cash on Delivery (COD),Low
11660,20231031,2515,631,1,1,#SYN-10115,1,850.0,604.8356324526538,0.0,850.0,604.8356324526538,245.16436754734616,paid,fulfilled,Cash on Delivery (COD),Low
11661,20231031,2515,349,1,2,#SYN-10115,2,350.0,192.50000000000003,0.0,700.0,385.00000000000006,314.99999999999994,paid,fulfilled,Cash on Delivery (COD),Low
11662,20231120,120,1,1,1,#SYN-10116,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
11663,20241101,5997,487,1,1,#SYN-10117,1,350.0,192.50000000000003,0.0,350.0,192.50000000000003,157.49999999999997,paid,fulfilled,Credit Card,Low
11664,20241101,5997,1,1,1,#SYN-10117,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Credit Card,Low
